Feature,CompGroup.C.,BaseGroup.B.,NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,X95.Conf.Int.1,X95.Conf.Int.2,MeanC,MeanB,NullValue.DifferenceInMeans,Alternative,Method,FDR
11,ILMN_1654065|ATOH8,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.58690890393297,-7.22653534018062,135.881249699304,3.22955395302348e-11,-1.74647275732248,-0.995985745652777,8.54983870967742,9.92106796116505,0,two.sided,Welch Two Sample t-test,1.16231287184639e-07
12,ILMN_1690957|MT2A,Stage2-Invasive,Stage1-NonInvasive,62,103,3.39749701420074,7.46889823512305,99.0103181358952,3.23253788406339e-11,1.29571622419591,2.23322834204273,12.148064516129,10.3835922330097,0,two.sided,Welch Two Sample t-test,1.16231287184639e-07
13,ILMN_1829410|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.24476398173833,-7.1012774165109,162.974633941462,3.62916885899024e-11,-0.403705683831635,-0.228038757132975,7.19451612903226,7.51038834951456,0,two.sided,Welch Two Sample t-test,1.20454906098239e-07
14,ILMN_1752947|C17orf79,Stage2-Invasive,Stage1-NonInvasive,62,103,1.80970529265899,7.11579073948135,149.118340779595,4.34718416765629e-11,0.61811825899548,1.09339129314984,10.8217741935484,9.96601941747573,0,two.sided,Welch Two Sample t-test,1.33980216047167e-07
15,ILMN_1907042|,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.19565410967277,-7.14921846366214,128.936518805783,5.7899055547968e-11,-1.44866342399152,-0.820638173252448,9.75709677419355,10.8917475728155,0,two.sided,Welch Two Sample t-test,1.64835935975233e-07
16,ILMN_1754538|C10orf58,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.04510077928523,-7.16341997141412,123.584717186689,6.21807731647214e-11,-1.31737440444897,-0.74696947278247,11.1211290322581,12.1533009708738,0,two.sided,Welch Two Sample t-test,1.64835935975233e-07
17,ILMN_1703988|FAM53B,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.47221759391453,-7.16726912850728,119.808853559976,6.79798578147592e-11,-0.712136257509892,-0.40384557775475,8.2291935483871,8.78718446601942,0,two.sided,Welch Two Sample t-test,1.64835935975233e-07
18,ILMN_1702899|PLEKHA7,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.53411853612082,-7.06702844893539,138.234204745108,7.11837612401652e-11,-0.790154219944304,-0.444665698627572,9.02967741935484,9.64708737864078,0,two.sided,Welch Two Sample t-test,1.64835935975233e-07
19,ILMN_1858631|,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.83689769494167,-7.06358198538253,138.178129971596,7.25846570763284e-11,-1.9254109189346,-1.08321733036074,8.23306451612903,9.7373786407767,0,two.sided,Welch Two Sample t-test,1.64835935975233e-07
20,ILMN_1709661|ZNF563,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.39744704166013,-6.99843981373,135.889256954361,1.07676078413771e-10,-0.619218402570941,-0.346368819477291,7.63322580645161,8.11601941747573,0,two.sided,Welch Two Sample t-test,2.3230037156987e-07
21,ILMN_1775708|SLC2A3,Stage2-Invasive,Stage1-NonInvasive,62,103,2.95987676950456,7.33055355969314,85.238677799403,1.21879209393177e-10,1.14093324677482,1.99014097809208,11.2590322580645,9.69349514563107,0,two.sided,Welch Two Sample t-test,2.50421148899848e-07
22,ILMN_1737208|NTF5,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.41070887662295,-6.89340290303013,155.516409382094,1.28247252062531e-10,-0.638671756531966,-0.354168832256007,7.70387096774194,8.20029126213592,0,two.sided,Welch Two Sample t-test,2.51527837817913e-07
23,ILMN_1894028|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.22096268065392,-6.87196854284755,159.275680843355,1.35257690474008e-10,-0.370794379910875,-0.205243828670397,7.59790322580645,7.88592233009709,0,two.sided,Welch Two Sample t-test,2.53743427329239e-07
24,ILMN_1805200|DNM1,Stage2-Invasive,Stage1-NonInvasive,62,103,1.70418178480663,7.27513077899644,85.7132796231542,1.53200515859211e-10,0.558917806368784,0.979240665287964,8.31451612903226,7.54543689320388,0,two.sided,Welch Two Sample t-test,2.75428994095551e-07
25,ILMN_1733937|MMD,Stage2-Invasive,Stage1-NonInvasive,62,103,2.1916801496627,7.04263329946117,103.448914241892,2.14603246159539e-10,0.81326259404948,1.45081194400251,9.89048387096774,8.75844660194175,0,two.sided,Welch Two Sample t-test,3.70388034611672e-07
26,ILMN_1707943|C19orf39,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.42917562461456,-6.93296305265079,119.727399563934,2.23886998726295e-10,-0.662313748202159,-0.368052678355937,8.04161290322581,8.55679611650485,0,two.sided,Welch Two Sample t-test,3.71549085424699e-07
27,ILMN_1830405|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.23363646806766,-6.76357466703366,159.979966149729,2.39881582004494e-10,-0.391366473085667,-0.214468165185551,7.57145161290323,7.87436893203884,0,two.sided,Welch Two Sample t-test,3.83348537049256e-07
28,ILMN_1697132|TUBB6,Stage2-Invasive,Stage1-NonInvasive,62,103,2.43351127898441,7.08048007263042,89.4043647683027,3.13938846081562e-10,0.923005510753378,1.6430734118899,9.4808064516129,8.19776699029126,0,two.sided,Welch Two Sample t-test,4.74190362862033e-07
29,ILMN_1656368|ALDH4A1,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.99669871881953,-6.89817180723353,113.259847541622,3.18705861754866e-10,-1.28412872846049,-0.711104594433339,9.98354838709677,10.9811650485437,0,two.sided,Welch Two Sample t-test,4.74190362862033e-07
30,ILMN_1782439|CNN3,Stage2-Invasive,Stage1-NonInvasive,62,103,1.80303120517453,6.73171020174149,149.582057166676,3.35726069901691e-10,0.600800396696449,1.10004833490393,12.4388709677419,11.5884466019417,0,two.sided,Welch Two Sample t-test,4.74873884892229e-07
31,ILMN_1660036|LOC647760,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.25919828473662,-6.72299457358119,151.381700842331,3.41176657820967e-10,-0.430222440513275,-0.23478852096496,7.2141935483871,7.54669902912621,0,two.sided,Welch Two Sample t-test,4.74873884892229e-07
32,ILMN_1729117|COL5A2,Stage2-Invasive,Stage1-NonInvasive,62,103,2.26960753232861,6.89058333617564,104.294896269272,4.3529894179482e-10,0.84215953407632,1.52272615336496,10.8751612903226,9.69271844660194,0,two.sided,Welch Two Sample t-test,5.8694621064259e-07
33,ILMN_1823130|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.24912616325078,-6.63649686857875,162.973007471464,4.53440483679592e-10,-0.416405679699629,-0.225432716792698,7.13403225806452,7.45495145631068,0,two.sided,Welch Two Sample t-test,5.92880302721425e-07
34,ILMN_1725090|CTHRC1,Stage2-Invasive,Stage1-NonInvasive,62,103,2.65638536155773,6.9855006226674,88.7492512937869,5.00647955697108e-10,1.00853615505692,1.81039275192711,9.90548387096774,8.49601941747573,0,two.sided,Welch Two Sample t-test,6.22659138525606e-07
35,ILMN_1780058|DEGS1,Stage2-Invasive,Stage1-NonInvasive,62,103,2.0031458385914,6.83433208617569,107.656973420751,5.14352741052505e-10,0.711567553733107,1.2929673664047,10.5093548387097,9.50708737864078,0,two.sided,Welch Two Sample t-test,6.22659138525606e-07
36,ILMN_1769013|ASGR1,Stage2-Invasive,Stage1-NonInvasive,62,103,1.67562867014804,6.92939056550501,94.1619101638703,5.19507949080417e-10,0.531322803846758,0.958082144477702,8.80693548387097,8.06223300970874,0,two.sided,Welch Two Sample t-test,6.22659138525606e-07
37,ILMN_1694213|PLEKHO1,Stage2-Invasive,Stage1-NonInvasive,62,103,2.0371384062484,6.89355852395201,97.7219125999949,5.37966438246584e-10,0.731019475655571,1.32206852935539,9.98790322580645,8.96135922330097,0,two.sided,Welch Two Sample t-test,6.27356104796314e-07
38,ILMN_1776647|BCAS1,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.756927606147,-6.83265122197471,104.708637551579,5.68089316200802e-10,-1.8876512628821,-1.03847150567412,9.86596774193548,11.3290291262136,0,two.sided,Welch Two Sample t-test,6.45050468827163e-07
39,ILMN_1732296|ID3,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.0985448388101,-6.72190888020961,123.295410184727,5.92835982540297e-10,-1.38429093141068,-0.754487646729007,10.6212903225806,11.6906796116505,0,two.sided,Welch Two Sample t-test,6.55889409606378e-07
40,ILMN_1760285|MGC35402,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.98314973587303,-6.69504329193017,125.115294499908,6.5114005440211e-10,-1.2797929989507,-0.695794223097529,8.43822580645161,9.42601941747573,0,two.sided,Welch Two Sample t-test,6.80556842000575e-07
41,ILMN_1859787|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.73878386032229,-6.63725960317762,139.577301525794,6.54000476779633e-10,-1.03581014865576,-0.560347070260623,8.63629032258065,9.43436893203883,0,two.sided,Welch Two Sample t-test,6.80556842000575e-07
42,ILMN_1717056|TXNRD1,Stage2-Invasive,Stage1-NonInvasive,62,103,2.20527226069524,6.75826696558817,111.746983444306,6.62449878650787e-10,0.806445652944669,1.47546790796983,10.0443548387097,8.90339805825243,0,two.sided,Welch Two Sample t-test,6.80556842000575e-07
43,ILMN_1882528|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.36655189200329,-6.5505412241675,162.547346219871,7.2031312395904e-10,-0.586355951362201,-0.314724537206542,6.98693548387097,7.43747572815534,0,two.sided,Welch Two Sample t-test,7.22792341222899e-07
44,ILMN_1750181|TESC,Stage2-Invasive,Stage1-NonInvasive,62,103,-3.5865021939699,-6.64584898369518,128.620398738012,7.73901016267644e-10,-2.39114348549925,-1.29401154112149,10.4764516129032,12.3190291262136,0,two.sided,Welch Two Sample t-test,7.58915478407189e-07
45,ILMN_1695413|ZNF429,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.30287107644149,-6.58759352310324,135.761494835991,9.04505303527225e-10,-0.496278760281628,-0.267109902418028,7.60354838709677,7.9852427184466,0,two.sided,Welch Two Sample t-test,8.54912541749193e-07
46,ILMN_1713249|PHF19,Stage2-Invasive,Stage1-NonInvasive,62,103,1.4829356522167,6.76563553811263,99.5069957466796,9.26062710209803e-10,0.401750455869137,0.735161539119901,8.77709677419355,8.20864077669903,0,two.sided,Welch Two Sample t-test,8.54912541749193e-07
47,ILMN_1869943|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.71605020748997,-6.50989307261008,158.587963382077,9.41508148471637e-10,-1.01546030601598,-0.542723220448165,8.03935483870968,8.81844660194175,0,two.sided,Welch Two Sample t-test,8.54912541749193e-07
48,ILMN_1726196|GATA2,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.31582083962204,-6.57554219067226,136.378122340435,9.51047603688729e-10,-1.57587413471973,-0.847173156229224,9.1308064516129,10.3423300970874,0,two.sided,Welch Two Sample t-test,8.54912541749193e-07
49,ILMN_1737568|LOC162993,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.19915136763216,-6.52918553209651,149.462346642684,9.70935729481489e-10,-0.341308443727278,-0.182719116560853,7.24225806451613,7.50427184466019,0,two.sided,Welch Two Sample t-test,8.54978262360557e-07
50,ILMN_1799887|CTSE,Stage2-Invasive,Stage1-NonInvasive,62,103,-3.41217618042392,-6.50384684756976,155.148718817933,1.01929053628098e-09,-2.30849325386133,-1.23289102424703,8.42387096774194,10.1945631067961,0,two.sided,Welch Two Sample t-test,8.79606961189035e-07
51,ILMN_1654792|C8orf15,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.36671357891414,-6.50208501022812,152.302282992298,1.07152889437096e-09,-0.587659718878725,-0.313762141440724,7.58967741935484,8.04038834951456,0,two.sided,Welch Two Sample t-test,9.01899242785183e-07
52,ILMN_1827827|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.44405771697468,-6.50214211235573,151.307055607842,1.08692779792411e-09,-0.69121531320492,-0.369041498570838,7.04967741935484,7.57980582524272,0,two.sided,Welch Two Sample t-test,9.01899242785183e-07
53,ILMN_1655982|KCNH4,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.19771398492807,-6.46263661510432,160.55281003396,1.17534237698724e-09,-0.33982073297687,-0.180746132040355,7.24758064516129,7.5078640776699,0,two.sided,Welch Two Sample t-test,9.56698124765339e-07
54,ILMN_1766123|FHIT,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.31854867483443,-6.51859929414145,139.81995599071,1.19731386709299e-09,-0.519951683211187,-0.277949976669801,7.6758064516129,8.0747572815534,0,two.sided,Welch Two Sample t-test,9.56698124765339e-07
55,ILMN_1689874|HOXB3,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.96723986831552,-6.44565520719302,161.229894785399,1.27359946461176e-09,-1.27524771573472,-0.677098040607274,8.18741935483871,9.16359223300971,0,two.sided,Welch Two Sample t-test,9.99150358164877e-07
56,ILMN_1721224|LOC651101,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.31921004345398,-6.43661948357292,155.483741073478,1.44027642008842e-09,-0.52233061675468,-0.27701795825315,7.34935483870968,7.74902912621359,0,two.sided,Welch Two Sample t-test,1.10973298167813e-06
57,ILMN_1690454|C3orf54,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.16980909690806,-6.56906851356061,114.651933637082,1.54939361905982e-09,-1.45456548748422,-0.780570748030973,9.38854838709677,10.5061165048544,0,two.sided,Welch Two Sample t-test,1.16754905914774e-06
58,ILMN_1724211|GPRC5C,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.53335774759146,-6.52020426025146,124.880037073123,1.56943184922984e-09,-0.803885718302549,-0.429502944397108,8.26854838709677,8.8852427184466,0,two.sided,Welch Two Sample t-test,1.16754905914774e-06
59,ILMN_1652631|C9orf19,Stage2-Invasive,Stage1-NonInvasive,62,103,2.29522827326129,6.64359541632624,99.9844944814812,1.62199692585448e-09,0.840688775985664,1.55658651371055,10.6309677419355,9.43233009708738,0,two.sided,Welch Two Sample t-test,1.17758947418015e-06
60,ILMN_1739476|CCDC125,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.26930891077727,-6.42733931780247,149.74424126609,1.63751201563941e-09,-0.44981113376998,-0.23827530531552,7.66935483870968,8.01339805825243,0,two.sided,Welch Two Sample t-test,1.17758947418015e-06
61,ILMN_1813197|SLITRK6,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.65502191761515,-6.49636607716398,126.53814585725,1.7089813880198e-09,-1.83784182684965,-0.979605714647375,8.97564516129032,10.3843689320388,0,two.sided,Welch Two Sample t-test,1.20883817918489e-06
62,ILMN_1721978|CARD11,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.2292180480099,-6.5743476920173,108.332103981593,1.77269401649491e-09,-1.50522310384459,-0.807852373762672,10.1101612903226,11.2666990291262,0,two.sided,Welch Two Sample t-test,1.23368066812455e-06
63,ILMN_1774334|HIGD2A,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.43808731021546,-6.38547345521094,149.633565459727,2.03419286617801e-09,-0.686346588466625,-0.361955948332624,12.5427419354839,13.0668932038835,0,two.sided,Welch Two Sample t-test,1.39319609190236e-06
64,ILMN_1783835|LOC388559,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.21217489635135,-6.37602259431164,144.152450190621,2.31205940113006e-09,-0.363652789952025,-0.191542950730718,7.24774193548387,7.52533980582524,0,two.sided,Welch Two Sample t-test,1.55876154749937e-06
65,ILMN_1816399|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.44272603752227,-6.34680307380877,148.189609495158,2.53066342236091e-09,-0.693440472677681,-0.364154265812768,7.37838709677419,7.90718446601942,0,two.sided,Welch Two Sample t-test,1.65782071113651e-06
66,ILMN_1767068|SMAD6,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.06604667457267,-6.38192526440543,136.379387988277,2.53583403483382e-09,-1.37125818494883,-0.722487508756154,9.20370967741935,10.2505825242718,0,two.sided,Welch Two Sample t-test,1.65782071113651e-06
67,ILMN_1727639|IMPA2,Stage2-Invasive,Stage1-NonInvasive,62,103,2.27721266090137,6.50959039147647,104.710802572596,2.66110127108392e-09,0.825616325141434,1.54892172684729,10.3738709677419,9.18660194174757,0,two.sided,Welch Two Sample t-test,1.71374921857804e-06
68,ILMN_1698225|MYO5A,Stage2-Invasive,Stage1-NonInvasive,62,103,1.61026397495672,6.49704613578008,105.271864788518,2.78161027715939e-09,0.477549219258908,0.897045206046449,8.77516129032258,8.0878640776699,0,two.sided,Welch Two Sample t-test,1.76501353292461e-06
69,ILMN_1800425|SLC9A1,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.73841964855959,-6.33273314383061,141.538880551295,2.99495622671795e-09,-1.04681534746024,-0.548737424227829,11.9629032258065,12.7606796116505,0,two.sided,Welch Two Sample t-test,1.84041666397081e-06
70,ILMN_1696403|LOC645287,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.43187890646431,-6.30149740363895,152.656416428447,3.0029480532319e-09,-0.68028285308901,-0.35553612592759,7.18403225806452,7.70194174757282,0,two.sided,Welch Two Sample t-test,1.84041666397081e-06
71,ILMN_1806149|C16orf74,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.73644894554474,-6.38594527427081,124.167603743985,3.09218333962764e-09,-1.04289486464163,-0.549385122830966,8.75725806451613,9.55339805825243,0,two.sided,Welch Two Sample t-test,1.84041666397081e-06
72,ILMN_1798892|ACTN1,Stage2-Invasive,Stage1-NonInvasive,62,103,2.1082157977415,6.47361196104752,105.413023713229,3.09662519239774e-09,0.746460548477039,1.40558455017626,12.1190322580645,11.0430097087379,0,two.sided,Welch Two Sample t-test,1.84041666397081e-06
73,ILMN_1699085|C8orf16,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.13240114225921,-6.36518811587414,128.858625324052,3.13850218378043e-09,-1.43206326732595,-0.752894452686576,8.76596774193548,9.85844660194175,0,two.sided,Welch Two Sample t-test,1.84041666397081e-06
74,ILMN_1719471|MSH3,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.38011211256198,-6.42054690173971,114.918384222612,3.16704529094264e-09,-0.608177849960997,-0.32139308646243,9.57870967741935,10.0434951456311,0,two.sided,Welch Two Sample t-test,1.84041666397081e-06
75,ILMN_1770787|DDAH2,Stage2-Invasive,Stage1-NonInvasive,62,103,1.73828190959205,6.40410744960348,117.655996784677,3.23026885208408e-09,0.551002265490512,1.04432188108011,9.83241935483871,9.0347572815534,0,two.sided,Welch Two Sample t-test,1.84041666397081e-06
76,ILMN_1682225|ADAM19,Stage2-Invasive,Stage1-NonInvasive,62,103,2.01817818360628,6.64831828673127,80.6404588841865,3.24167206966213e-09,0.709849802868589,1.31625730643301,8.78645161290323,7.77339805825243,0,two.sided,Welch Two Sample t-test,1.84041666397081e-06
77,ILMN_1656837|RBP1,Stage2-Invasive,Stage1-NonInvasive,62,103,2.63259299996878,6.54315685150298,92.5207372073757,3.29202759456308e-09,0.972632396784978,1.82033659789087,10.1862903225806,8.78980582524272,0,two.sided,Welch Two Sample t-test,1.8447325538988e-06
78,ILMN_1728512|YWHAH,Stage2-Invasive,Stage1-NonInvasive,62,103,1.59549325045599,6.2945120668473,142.167420553129,3.59806530231127e-09,0.462332075091878,0.885672935869598,13.3232258064516,12.6492233009709,0,two.sided,Welch Two Sample t-test,1.99037591877085e-06
79,ILMN_1781943|FAM83D,Stage2-Invasive,Stage1-NonInvasive,62,103,2.15606811390116,6.40346031833932,110.261896789329,3.82789896649217e-09,0.765379457358832,1.45142605469879,9.28354838709677,8.17514563106796,0,two.sided,Welch Two Sample t-test,2.09071119754689e-06
80,ILMN_1700563|ZNF552,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.39485721183952,-6.285512851805,139.506204569353,3.91689725703797e-09,-0.631138895351894,-0.3290959934674,7.75629032258064,8.23640776699029,0,two.sided,Welch Two Sample t-test,2.10408668561816e-06
81,ILMN_1884161|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.42811031224,-6.22444712438929,162.696712776074,3.94991706533492e-09,-0.67720356697971,-0.35101127799367,7.9691935483871,8.48330097087379,0,two.sided,Welch Two Sample t-test,2.10408668561816e-06
82,ILMN_1750785|SYTL1,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.11724408331333,-6.43817603984306,101.246611690471,4.09557461404996e-09,-1.41562142857843,-0.748753767162249,9.73596774193548,10.8181553398058,0,two.sided,Welch Two Sample t-test,2.11839080491587e-06
83,ILMN_1759818|SORL1,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.0138018064302,-6.34636671473154,119.120232254082,4.14712633200761e-09,-1.32501933345369,-0.694824074000111,9.6558064516129,10.6657281553398,0,two.sided,Welch Two Sample t-test,2.11839080491587e-06
84,ILMN_1712112|DSCR1,Stage2-Invasive,Stage1-NonInvasive,62,103,2.02045985010294,6.48509268411095,93.3329751274365,4.17920911574795e-09,0.703991752497954,1.32537561361542,10.6027419354839,9.58805825242719,0,two.sided,Welch Two Sample t-test,2.11839080491587e-06
85,ILMN_1717381|HOXD1,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.15060125240767,-6.23292886359992,153.430152359454,4.22026211565855e-09,-1.45489084884404,-0.754589263902594,8.36467741935484,9.46941747572816,0,two.sided,Welch Two Sample t-test,2.11839080491587e-06
86,ILMN_1788532|PCNXL2,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.32204106501624,-6.22159784978713,157.419013272337,4.25973489512456e-09,-0.530631980494071,-0.274902000088453,8.105,8.50776699029126,0,two.sided,Welch Two Sample t-test,2.11839080491587e-06
87,ILMN_1716384|ARL6IP2,Stage2-Invasive,Stage1-NonInvasive,62,103,1.4201526766738,6.33197528776238,120.901046111811,4.29185348641505e-09,0.347823707113764,0.664268369303397,9.03177419354839,8.52572815533981,0,two.sided,Welch Two Sample t-test,2.11839080491587e-06
88,ILMN_1909198|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.09351836565661,-6.21491300310652,159.129908655578,4.32044105943721e-09,-0.169964087463613,-0.0879908138830832,6.91403225806452,7.04300970873786,0,two.sided,Welch Two Sample t-test,2.11839080491587e-06
89,ILMN_1713841|LNX1,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.41284959560446,-6.30801842358257,123.171714524771,4.61683130411369e-09,-0.655067499043453,-0.342148285485205,7.71983870967742,8.21844660194175,0,two.sided,Welch Two Sample t-test,2.23828131584154e-06
90,ILMN_1807969|SNCAIP,Stage2-Invasive,Stage1-NonInvasive,62,103,2.16616874124252,6.29554955316526,125.496763335627,4.70035107620914e-09,0.764592243539134,1.46569901859679,9.25,8.13485436893204,0,two.sided,Welch Two Sample t-test,2.2534527581808e-06
91,ILMN_1689306|TMC7,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.81187516263349,-6.37717212453588,106.394895165349,4.76416921705004e-09,-1.1240549591489,-0.590912156416396,8.61241935483871,9.46990291262136,0,two.sided,Welch Two Sample t-test,2.25894915799203e-06
92,ILMN_1862773|,Stage2-Invasive,Stage1-NonInvasive,62,103,-2.61472051995211,-6.34313724948065,112.021204131088,4.90240002135509e-09,-1.81979839696121,-0.953515101316266,10.566935483871,11.9535922330097,0,two.sided,Welch Two Sample t-test,2.29922561001554e-06
93,ILMN_1727043|GLT25D1,Stage2-Invasive,Stage1-NonInvasive,62,103,1.54049097316712,6.22883349620403,141.446344416636,5.05703982672966e-09,0.425541608374802,0.821238848875433,11.8924193548387,11.2690291262136,0,two.sided,Welch Two Sample t-test,2.30760249137936e-06
94,ILMN_1775677|TYSND1,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.55718278711929,-6.21262180274846,147.116233486312,5.07367220281357e-09,-0.842183070404949,-0.435693534668649,11.231935483871,11.8708737864078,0,two.sided,Welch Two Sample t-test,2.30760249137936e-06
95,ILMN_1719649|TMEM63A,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.85953722237953,-6.29396812050883,121.733215222651,5.08070447485491e-09,-1.1764304647542,-0.613456788612537,9.47758064516129,10.3725242718447,0,two.sided,Welch Two Sample t-test,2.30760249137936e-06
96,ILMN_1872971|,Stage2-Invasive,Stage1-NonInvasive,62,103,-1.41538833359503,-6.16883261931255,162.842195928248,5.24764484867284e-09,-0.661631034714502,-0.340764831242278,7.53016129032258,8.03135922330097,0,two.sided,Welch Two Sample t-test,2.35859770760975e-06
97,ILMN_1780582|CD83,Stage2-Invasive,Stage1-NonInvasive,62,103,1.50971369131165,6.25506416426464,126.984424543395,5.58138880317781e-09,0.406273016982666,0.782276936039569,9.23903225806452,8.6447572815534,0,two.sided,Welch Two Sample t-test,2.47626687988433e-06
