x
1	ILMN_1651199|LOC643334
2	ILMN_1651209|SLC35E2
3	ILMN_1651210|DUSP22
4	ILMN_1651217|PDCD1LG2
5	ILMN_1651221|LOC642820
6	ILMN_1651228|RPS28
7	ILMN_1651229|IPO13
8	ILMN_1651232|LOC730897
9	ILMN_1651234|SYT14
10	ILMN_1651235|AFAP1
11	ILMN_1651236|GGTLA4
12	ILMN_1651237|CDT1
13	ILMN_1651249|LOC652879
14	ILMN_1651254|LPP
15	ILMN_1651260|CCNE2
16	ILMN_1651261|RSU1
17	ILMN_1651268|LOH12CR1
18	ILMN_1651278|SNIP1
19	ILMN_1651279|LOC645349
20	ILMN_1651281|LOC389669
21	ILMN_1651286|GRHL1
22	ILMN_1651288|LOC339760
23	ILMN_1651292|LOC644613
24	ILMN_1651295|LOC151234
25	ILMN_1651303|ATP13A4
26	ILMN_1651309|DIAPH2
27	ILMN_1651310|LOC653574
28	ILMN_1651316|CD69
29	ILMN_1651325|LOC653493
30	ILMN_1651329|LOC651538
31	ILMN_1651336|MLYCD
32	ILMN_1651341|LOC401010
33	ILMN_1651343|ITGA11
34	ILMN_1651346|TICAM2
35	ILMN_1651354|SPP1
36	ILMN_1651358|HBE1
37	ILMN_1651364|PCBD2
38	ILMN_1651369|LOC652300
39	ILMN_1651373|RHD
40	ILMN_1651375|BICD2
41	ILMN_1651380|LOC644783
42	ILMN_1651385|MFN2
43	ILMN_1651388|LOC645448
44	ILMN_1651395|LOC644897
45	ILMN_1651396|LOC643038
46	ILMN_1651399|CUL5
47	ILMN_1651403|LOC642161
48	ILMN_1651404|LILRA6
49	ILMN_1651406|PPP1R14B
50	ILMN_1651408|LOC648934
51	ILMN_1651423|HERC2P2
52	ILMN_1651428|SYTL2
53	ILMN_1651429|SELM
54	ILMN_1651430|CTRB2
55	ILMN_1651433|DCK
56	ILMN_1651435|LOC653148
57	ILMN_1651438|ZFPM1
58	ILMN_1651447|LOC651463
59	ILMN_1651453|LOC652663
60	ILMN_1651456|UTY
61	ILMN_1651457|GPR32
62	ILMN_1651461|HN1
63	ILMN_1651464|FBXL10
64	ILMN_1651466|ALOX5
65	ILMN_1651469|LOC643801
66	ILMN_1651477|LOC652224
67	ILMN_1651486|COX11P
68	ILMN_1651488|LOC644234
69	ILMN_1651490|CYP26A1
70	ILMN_1651495|LOC644824
71	ILMN_1651496|HIST1H2BD
72	ILMN_1651498|GADD45G
73	ILMN_1651499|ERGIC1
74	ILMN_1651504|C4orf8
75	ILMN_1651507|FLJ22028
76	ILMN_1651508|LOC649500
77	ILMN_1651513|SKIV2L2
78	ILMN_1651517|LOC643431
79	ILMN_1651520|LOC648170
80	ILMN_1651532|LOC644519
81	ILMN_1651535|C6orf128
82	ILMN_1651538|NUMBL
83	ILMN_1651543|LOC652451
84	ILMN_1651544|HDAC8
85	ILMN_1651547|SEMA3E
86	ILMN_1651554|RGS5
87	ILMN_1651557|KDELC2
88	ILMN_1651563|LOC651682
89	ILMN_1651565|LOC650677
90	ILMN_1651568|MUC13
91	ILMN_1651569|XRCC2
92	ILMN_1651574|AQP3
93	ILMN_1651576|LOC648229
94	ILMN_1651582|LOC646307
95	ILMN_1651584|LOC643576
96	ILMN_1651588|KRTAP5-6
97	ILMN_1651597|FBXO44
98	ILMN_1651604|MARK4
99	ILMN_1651606|LOC653210
100	ILMN_1651608|LOC649683
101	ILMN_1651609|SPRED3
102	ILMN_1651610|SPRY1
103	ILMN_1651611|LDLR
104	ILMN_1651624|C6orf201
105	ILMN_1651628|EXOC6
106	ILMN_1651636|CYP2A13
107	ILMN_1651641|LOC643069
108	ILMN_1651642|GPC2
109	ILMN_1651651|LOC728310
110	ILMN_1651652|RTN3
111	ILMN_1651654|XPO7
112	ILMN_1651657|ADAM33
113	ILMN_1651660|LOC645426
114	ILMN_1651661|LOC650111
115	ILMN_1651662|LOC643899
116	ILMN_1651666|LOC221091
117	ILMN_1651672|LOC646717
118	ILMN_1651674|PARP6
119	ILMN_1651676|ZNF142
120	ILMN_1651684|KIAA0586
121	ILMN_1651690|PGBD4
122	ILMN_1651692|STK10
123	ILMN_1651693|GSG1
124	ILMN_1651694|LOC646630
125	ILMN_1651708|RESP18
126	ILMN_1651710|IQCD
127	ILMN_1651711|LOC728005
128	ILMN_1651712|RBM11
129	ILMN_1651715|RNF2
130	ILMN_1651717|ADAMTS20
131	ILMN_1651719|MBTPS1
132	ILMN_1651727|LOC441161
133	ILMN_1651735|TGOLN2
134	ILMN_1651737|LOC644689
135	ILMN_1651741|ARMCX3
136	ILMN_1651745|TMEM25
137	ILMN_1651752|CXorf21
138	ILMN_1651758|LOC645643
139	ILMN_1651760|LOC646537
140	ILMN_1651763|TFDP3
141	ILMN_1651767|MKL1
142	ILMN_1651769|ZFYVE16
143	ILMN_1651776|FHOD1
144	ILMN_1651788|MAP3K11
145	ILMN_1651789|VCX
146	ILMN_1651792|RORC
147	ILMN_1651799|SLC38A2
148	ILMN_1651800|GSTM4
149	ILMN_1651806|LOC653801
150	ILMN_1651819|GALNT11
151	ILMN_1651826|BASP1
152	ILMN_1651828|CCT3
153	ILMN_1651832|EHD1
154	ILMN_1651838|RND1
155	ILMN_1651843|DERPC
156	ILMN_1651849|SLC1A6
157	ILMN_1651850|RPS16
158	ILMN_1651863|LOC285444
159	ILMN_1651865|KIAA1257
160	ILMN_1651872|UBIAD1
161	ILMN_1651899|LOC653314
162	ILMN_1651900|KCNA4
163	ILMN_1651902|RASL11A
164	ILMN_1651905|ZNF187
165	ILMN_1651913|LOC651357
166	ILMN_1651915|LOC649723
167	ILMN_1651936|SETD8
168	ILMN_1651938|LOC649652
169	ILMN_1651940|OR6C76
170	ILMN_1651942|CDC25B
171	ILMN_1651949|SCYL3
172	ILMN_1651950|TPST1
173	ILMN_1651958|MGP
174	ILMN_1651973|LOC653265
175	ILMN_1651980|LOC283767
176	ILMN_1651984|LOC653648
177	ILMN_1651987|C6orf129
178	ILMN_1652003|GNG10
179	ILMN_1652006|SMC1A
180	ILMN_1652008|C15orf23
181	ILMN_1652014|TGM7
182	ILMN_1652015|LOC647451
183	ILMN_1652017|PPEF1
184	ILMN_1652023|HRBL
185	ILMN_1652032|LOC643234
186	ILMN_1652037|UPP2
187	ILMN_1652045|C1orf147
188	ILMN_1652065|KCNMB1
189	ILMN_1652072|MGC42105
190	ILMN_1652073|RPS23
191	ILMN_1652079|LOC641846
192	ILMN_1652081|LOC644003
193	ILMN_1652082|ELF4
194	ILMN_1652085|MPHOSPH10
195	ILMN_1652088|PAPOLB
